dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,ct_srv_src,ct_state_ttl,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,ct_srv_src,ct_state_ttl,label
-0.41920725434861095,-0.75,-0.5714285714285714,-0.5598885793871866,-0.22634271099744246,-0.015935669163910204,-1.1390134529147982,-1.1300448430493273,-0.03048958870471396,-0.055666854850655645,-0.5,0.5,0.0,6,0,2,1,0,46,0,0.0,0,0,0.0,0.0,1,2,0
0.10514302572483314,0.0,0.0,-0.01532033426183844,0.5370843989769821,-0.007463119173132929,-0.8609865470852018,0.0,-0.020814171198434227,0.13250733252459806,0.0,0.0,0.506544,109,5,1,10,8,828,1194,33.560757,62,252,11781.79981,16503.99609,4,1,0
-0.4149310394354279,-0.16666666666666666,0.14285714285714285,0.13231197771587744,0.30051150895140666,1.0229699988079741,-1.0,-1.0,1.4167293951901894,16.32794487021392,-0.3333333333333333,-0.5,0.004131,109,5,1,8,10,1040,824,4115.226314,31,29,1762285.125,1436940.25,2,0,0
1.130433612436322,0.3333333333333333,0.7142857142857143,0.5807799442896936,6.274936061381074,-0.010707888726512228,-1.0,-1.0,-0.023625892432558977,0.529508925737121,-0.5,-0.5,1.497017,109,5,1,14,18,1684,10168,20.707847,31,29,8357.954102,51323.39844,1,0,0
1.3870634406139488,9.333333333333334,8.428571428571429,4.850974930362117,10.50383631713555,0.01979991003083196,-1.0,-1.0,-0.0013030007401117402,0.8146362957214186,0.3333333333333333,-0.5,1.744932,109,0,1,122,126,7816,16782,141.55279,31,29,35540.64063,76330.76563,6,0,0
-0.4051633405923402,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.5981267458114298,-1.0,-1.0,0.6687587494814756,10.385488936175083,1.0,-0.5,0.013567,109,0,1,16,18,1540,1644,2432.372723,31,29,851477.875,915751.5,10,0,0
-0.4002515420537167,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.43901107157640756,-1.0,-1.0,0.48756973317191593,7.679979825039961,2.5,-0.5,0.018312,109,0,1,16,18,1540,1644,1802.097011,31,29,630843.1875,678462.25,19,0,0
0.1014123361709451,0.0,0.0,0.005571030640668524,0.5856777493606138,-0.007402405986824826,-0.8609865470852018,0.0,-0.020392146525189933,0.14600696435301513,-0.3333333333333333,0.0,0.50294,109,5,1,10,8,858,1270,33.801249,62,252,12295.70117,17687.99414,2,1,0
-0.1889955527261388,0.3333333333333333,-0.14285714285714285,5.625348189415042,-0.021739130434782608,0.005632481997428799,-1.0,-1.0,0.21443471604423572,0.053841964864754496,-0.16666666666666666,-0.5,0.222394,109,4,1,14,6,8928,320,85.433958,31,29,298245.4375,9604.575195,3,0,0
-0.4180375320412043,-0.6666666666666666,-0.42857142857142855,-0.5013927576601671,-0.12276214833759591,0.6542964044794656,-1.0,-1.0,0.3474157121482368,6.4826729593682515,-0.16666666666666666,-0.5,0.00113,115,2,0,2,2,130,162,2654.867281,31,29,460177.0,573451.3125,3,0,0
6.837823436628612,54.166666666666664,90.71428571428571,25.008356545961004,1049.2365728900256,0.05381644558857275,-1.0,-1.0,0.003909133762917951,21.283145961887975,1.5,-0.5,7.010591,109,0,1,660,1278,36762,1641360,276.296248,31,29,41887.48047,1871540.875,13,0,0
-0.41812137939244315,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.7060493343552993,-1.0,-1.0,0.4266990558836707,7.683165897321967,-0.5,-0.5,0.001049,115,2,0,2,2,146,178,2859.866662,31,29,556720.6875,678741.6875,1,0,0
-0.3872759056613784,9.333333333333334,8.428571428571429,4.852367688022284,9.474424552429667,2.0055301958094747,-1.0,-1.0,1.6209432394541738,44.45275529644573,2.1666666666666665,-0.5,0.030847,109,0,1,122,126,7818,15172,8007.261657,31,29,2010957.25,3903653.5,17,0,0
-0.4140697925683816,0.6666666666666666,0.7142857142857143,2.583565459610028,1.343989769820972,1.764417553175947,-1.0,-1.0,5.67087332822035,42.58310166625954,-0.16666666666666666,-0.5,0.004963,109,0,1,18,18,4560,2456,7052.186406,31,29,6942575.5,3739673.75,3,0,0
0.03434480670468259,0.0,-0.14285714285714285,1.16016713091922,-0.054987212276214836,-0.0072929411409141396,0.0,0.0,0.0034724290261330133,-0.009034630591198415,-0.3333333333333333,0.0,0.43815,109,0,1,10,6,2516,268,34.234852,254,252,41355.70313,4089.923584,2,1,0
-0.41920104343370435,-0.6666666666666666,-0.5714285714285714,-0.5194986072423399,-0.22634271099744246,42.059742642380705,0.0,-1.1300448430493273,56.907236931691386,-0.055666854850655645,0.0,0.5,6e-06,115,0,2,2,0,104,0,166666.6608,254,0,69333328.0,0.0,4,2,0
0.2559937269759443,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,-0.0031634134495054237,-1.0,-1.0,-0.015945498788836172,0.1615050619372367,1.6666666666666667,-0.5,0.652272,109,0,1,16,18,1540,1644,50.592392,31,29,17710.4043,19047.26953,14,0,0
-0.41806858661573726,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.6725754584330988,-1.0,-1.0,0.40550215492589303,7.324365415951691,1.5,-0.5,0.0011,115,0,0,2,2,146,178,2727.272742,31,29,530909.125,647272.75,13,0,0
0.013518573870422145,0.0,0.0,-0.07799442896935933,0.0,-0.005669159535806735,0.0,0.0,-0.020038507431010228,0.011974783369321992,1.1666666666666667,0.0,0.418031,109,0,1,10,8,738,354,40.66684,254,252,12726.3291,5932.574219,11,1,0
2.0405417470527265,0.0,0.0,0.10027855153203342,0.0,-0.014129556387232713,0.0,0.0,-0.028015104878343914,-0.04376715145494905,0.0,0.0,2.376219,109,0,1,10,8,994,354,7.154223,254,252,3013.190186,1043.674805,4,1,0
-0.41819384006635335,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.7576723319232413,-1.0,-1.0,0.4593887385932376,8.236504203911153,0.0,-0.5,0.000979,115,2,0,2,2,146,178,3064.351366,31,29,596527.0625,727272.75,4,0,0
0.09081030442540625,0.0,0.0,0.6476323119777159,0.0,-0.0072250203906575605,0.0,0.0,-0.00912818606064508,0.0017238832881629445,0.8333333333333334,0.0,0.492698,109,0,1,10,8,1780,354,34.503894,254,252,26011.87695,5033.509277,9,1,0
-0.41815760972939825,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.7309698616014546,-1.0,-1.0,0.44247972097217836,7.950285028767468,0.16666666666666666,-0.5,0.001014,115,0,0,2,2,146,178,2958.579772,31,29,575936.875,702169.625,5,0,0
-0.4180706569207061,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.673829586677929,-1.0,-1.0,0.4062962720284966,7.337808061339244,-0.16666666666666666,-0.5,0.001098,115,2,0,2,2,146,178,2732.24049,31,29,531876.125,648451.75,3,0,0
-0.4135294429715088,1.1666666666666667,0.8571428571428571,0.9108635097493036,1.0,1.9631938131693896,-1.0,-1.0,2.4476850459506174,30.2602662652151,1.5,-0.5,0.005485,109,0,1,24,20,2158,1918,7839.562316,31,29,3017684.5,2658887.75,13,0,0
0.2865027761495692,0.0,-0.14285714285714285,-0.2200557103064067,-0.054987212276214836,-0.010381083134751855,0.0,0.0,-0.02585435973397569,-0.025696838074853345,0.0,0.0,0.681745,109,0,1,10,6,534,268,22.002362,254,252,5644.339355,2628.548828,4,1,0
1.0155699873064425,0.0,-0.14285714285714285,1.16016713091922,-0.054987212276214836,-0.013203588655203538,0.0,0.0,-0.019753747130776867,-0.0409257923719407,-0.3333333333333333,0.0,1.386054,109,0,1,10,6,2516,268,10.822089,254,252,13073.08301,1292.878906,2,1,0
-0.10988505925601011,3.5,2.4285714285714284,25.389972144846798,1.934782608695652,0.06263466428742094,-1.0,-1.0,0.7740350056988264,0.9516546845450181,-0.3333333333333333,-0.5,0.298818,109,9,1,52,42,37310,3380,311.226239,31,29,979673.25,88348.09375,2,0,0
0.4776529987720503,0.0,0.0,1.16016713091922,0.0,-0.010982184122345503,0.0,0.0,-0.0133146250025314,-0.02303046053864659,-0.3333333333333333,0.0,0.866404,109,0,1,10,8,2516,354,19.621331,254,252,20914.03125,2862.406006,2,1,0
2.275301908691787,0.6666666666666666,0.2857142857142857,0.054317548746518104,0.20971867007672634,-0.013123088118202564,0.0,0.0,-0.02827612546086723,-0.03373072981850627,-0.5,0.0,2.603007,109,3,1,18,12,928,682,11.140961,254,252,2695.344238,1923.928711,1,1,0
0.45521813897698465,0.0,0.14285714285714285,-0.16852367688022285,0.1867007672634271,-0.010257379121437114,0.0,0.0,-0.02622762062740398,0.007177386518008553,-0.3333333333333333,0.0,0.844731,109,0,1,10,10,608,646,22.492368,254,252,5189.817871,5511.813965,2,1,0
-0.4180996411902701,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.6918795059885154,-1.0,-1.0,0.4177261793328525,7.531281962175011,0.0,-0.5,0.00107,115,2,0,2,2,146,178,2803.738322,31,29,545794.375,665420.5625,4,0,0
0.1480925374563457,0.0,0.0,-0.011142061281337047,0.6304347826086957,-0.008104565099506597,-0.8609865470852018,0.0,-0.02148674574673866,0.13956498416305144,0.0,0.0,0.548035,109,5,1,10,8,834,1340,31.019915,62,252,10962.80273,17122.99414,4,1,0
-0.18632382416382326,7.166666666666667,6.428571428571429,3.2284122562674096,59.074168797953966,0.20063788868430882,-1.0,-1.0,0.12804851013985144,37.16373167321204,0.5,-0.5,0.224975,109,0,1,96,98,5486,92746,857.873079,31,29,193052.5625,3264362.75,7,0,0
2.130139370342623,0.0,0.0,1.16016713091922,0.0,-0.014193032935886876,0.0,0.0,-0.02444743610699671,-0.044185370486945444,2.3333333333333335,0.0,2.462774,109,0,1,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,18,1,0
-0.4192031137386732,-0.6666666666666666,-0.5714285714285714,0.149025069637883,-0.22634271099744246,63.09758417122135,0.0,-1.1300448430493273,873.7446884570029,-0.055666854850655645,0.3333333333333333,0.5,4e-06,115,0,2,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,6,2,0
-0.4191979379762511,-0.6666666666666666,-0.5714285714285714,-0.5292479108635098,-0.22634271099744246,28.0345165385325,0.0,-1.1300448430493273,32.818201315269256,-0.055666854850655645,0.5,2.5,9e-06,109,0,3,2,0,90,0,111111.1072,254,0,40000000.0,0.0,7,6,0
-0.1327391558072702,-0.3333333333333333,-0.42857142857142855,0.10306406685236769,-0.17135549872122763,-0.009549969721279462,-0.8609865470852018,0.0,-0.010738118361870596,-0.041493997383497544,-0.16666666666666666,1.0,0.27674,109,0,0,6,2,998,86,25.294499,62,252,24051.45508,1243.043945,3,3,0
-0.3975332316296018,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.3819526064167354,-1.0,-1.0,0.42259579245504847,6.709791241919589,2.1666666666666665,-0.5,0.020938,109,0,1,16,18,1540,1644,1576.081787,31,29,551724.125,593370.9375,17,0,0
-0.3101218503868236,-0.3333333333333333,-0.42857142857142855,0.08913649025069638,-0.17135549872122763,0.0008337540831361791,-0.8609865470852018,0.0,0.020319730239295793,-0.018447650687966926,0.3333333333333333,1.0,0.105381,109,0,0,6,2,978,86,66.425638,62,252,61870.73828,3264.345703,6,3,0
0.1592825358130411,0.0,-0.14285714285714285,1.16016713091922,-0.054987212276214836,-0.009159530301973862,0.0,0.0,-0.0038624254209530073,-0.019105894880381637,0.0,0.0,0.558845,109,0,1,10,6,2516,268,26.841075,254,252,32424.01758,3206.61377,4,1,0
-0.4020226879545776,3.0,2.857142857142857,1.3955431754874652,19.352941176470587,1.398330299888566,-1.0,-1.0,1.0744263267562382,164.69634605538747,0.6666666666666666,-0.5,0.016601,109,0,1,46,48,2854,30622,5602.072171,31,29,1345461.125,14449732.0,8,0,0
0.07468366387046099,-0.3333333333333333,-0.42857142857142855,0.10306406685236769,-0.17135549872122763,-0.012231816412487172,-0.8609865470852018,0.0,-0.019033280546142943,-0.04744627082693548,0.16666666666666666,1.0,0.477119,109,0,0,6,2,998,86,14.671392,62,252,13950.39844,720.994141,5,3,0
-0.4173408744191825,-0.5,-0.2857142857142857,-0.2298050139275766,-0.0319693094629156,0.9641966431333504,-1.0,-1.0,1.3905852247518755,11.478866850868377,1.1666666666666667,-0.5,0.001803,115,0,0,4,4,520,304,3882.418209,31,29,1730449.25,1011647.25,11,0,0
2.652863425863026,19.0,30.714285714285715,8.92200557103064,350.29539641943734,0.041483815931453845,-1.0,-1.0,-0.0003720322710879708,16.755334625396607,1.1666666666666667,-0.5,2.967747,109,0,1,238,438,13662,548216,227.445266,31,29,36674.28516,1474424.875,11,0,0
0.21189933659665147,0.0,-0.14285714285714285,-0.2116991643454039,-0.054987212276214836,-0.009724472544321416,0.0,0.0,-0.02518789299652717,-0.022154066303457638,-0.3333333333333333,0.0,0.609675,109,0,1,10,6,546,268,24.603273,254,252,6455.898926,2939.270996,2,1,0
2.2482761476282715,0.3333333333333333,0.14285714285714285,-0.04874651810584958,0.1867007672634271,-0.013682401391956105,0.0,0.0,-0.02864121969343077,-0.035065939498504776,-0.3333333333333333,0.0,2.576899,109,0,1,14,10,780,646,8.925456,254,252,2250.767334,1806.822876,2,1,0
2.6911889114465866,0.5,0.5714285714285714,0.3635097493036212,0.6675191815856778,-0.013331119114989977,0.0,0.0,-0.02767564621829498,-0.015869681132020072,0.8333333333333334,0.0,3.004771,109,0,1,16,16,1372,1398,10.316926,254,252,3426.550537,3490.448975,9,1,0
-0.3995662711090236,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.4231380284433602,-1.0,-1.0,0.4694946896759247,7.410083658550182,0.8333333333333334,-0.5,0.018974,109,0,1,16,18,1540,1644,1739.222039,31,29,608833.125,654790.75,9,0,0
-0.020168393430404802,0.0,-0.14285714285714285,-0.14763231197771587,-0.054987212276214836,-0.006112247495874589,0.0,0.0,-0.02069006313673897,-0.002664142288799037,0.16666666666666666,0.0,0.385488,109,0,1,10,6,638,268,38.911717,254,252,11932.92676,4648.65332,5,1,0
-0.33219751226979183,7.166666666666667,6.428571428571429,3.2284122562674096,59.074168797953966,0.5637280955076304,-1.0,-1.0,0.3938410236332209,99.5628411611116,1.0,-0.5,0.084055,109,0,1,96,98,5486,92746,2296.115664,31,29,516709.3125,8737136.0,10,0,0
-0.386258350769183,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.24579804668886146,-1.0,-1.0,0.26755317930932326,4.39469891028396,0.8333333333333334,-0.5,0.03183,109,0,1,16,18,1540,1644,1036.757723,31,29,362928.0313,390323.5625,9,0,0
0.6231043446643711,0.3333333333333333,0.7142857142857143,0.5807799442896936,6.274936061381074,-0.008163346507204062,-1.0,-1.0,-0.020285093150688587,0.8143342387954563,0.16666666666666666,-0.5,1.006916,109,5,1,14,18,1684,10168,30.787075,31,29,12426.06055,76304.27344,5,0,0
0.42425258755772594,1.0,0.42857142857142855,0.43175487465181056,0.8785166240409207,-0.005091648109786094,-1.0,-1.0,-0.01916936282616301,0.12400327515993106,0.8333333333333334,-0.5,0.814817,109,0,1,22,14,1470,1728,42.95443,31,29,13784.69043,15758.13965,9,0,0
0.4010734531263546,0.0,-0.14285714285714285,-0.06545961002785515,-0.054987212276214836,-0.011156906075527816,0.0,0.0,-0.024843638956470186,-0.029882825240932616,0.0,0.0,0.792425,109,0,1,10,6,756,268,18.929237,254,252,6875.098633,2261.412842,4,1,0
-0.40572749869635494,2.1666666666666665,2.142857142857143,1.033426183844011,10.18925831202046,1.3992960763469122,-1.0,-1.0,1.1147496346232524,111.05127480240043,0.3333333333333333,-0.5,0.013022,109,0,1,36,38,2334,16290,5605.897724,31,29,1394563.0,9744740.0,6,0,0
0.28439210023381506,1.8333333333333333,0.2857142857142857,18.73955431754875,0.18414322250639387,3.524435657283971e-05,0.0,0.0,0.2294462855349752,0.023374636487897435,0.16666666666666666,0.0,0.679706,109,0,1,32,12,27760,642,63.262648,254,252,316525.0938,6932.40918,5,1,0
-0.4191989731287355,-0.6666666666666666,-0.5714285714285714,-0.5292479108635098,-0.22634271099744246,31.54082425102872,0.0,-1.1300448430493273,36.924287678266005,-0.055666854850655645,1.3333333333333333,2.5,8e-06,109,0,3,2,0,90,0,125000.0003,254,0,45000000.0,0.0,12,6,0
-0.41818762915144675,-0.6666666666666666,-0.42857142857142855,-0.49025069637883006,-0.11253196930946291,0.7529599635002094,-1.0,-1.0,0.45640469165500924,8.185993093311042,-0.16666666666666666,-0.5,0.000985,115,2,0,2,2,146,178,3045.685126,31,29,592893.375,722842.625,3,0,0
-0.39870916485191504,2.3333333333333335,2.2857142857142856,1.105849582172702,12.68542199488491,0.9657310158543798,-1.0,-1.0,0.7571357913589589,90.64230624262565,1.8333333333333333,-0.5,0.019802,109,0,1,38,40,2438,20194,3888.496038,31,29,959095.0,7954752.0,15,0,0
-0.28097402673022515,5.166666666666667,4.714285714285714,2.3593314763231197,41.40920716112532,0.2581852973104599,-1.0,-1.0,0.17515448246968246,43.822812296444944,0.3333333333333333,-0.5,0.133539,109,0,1,72,74,4238,65118,1085.825065,31,29,250413.7188,3848403.75,6,0,0
0.6102115204707874,0.5,0.42857142857142855,0.04317548746518106,0.2391304347826087,-0.008573722982471233,0.0,0.0,-0.024841176106981666,0.006337165506615242,0.5,0.0,0.994461,109,0,1,16,14,912,728,29.161526,254,252,6878.097656,5438.121582,7,1,0
-0.3907560883140343,-0.16666666666666666,0.14285714285714285,0.13509749303621169,0.30051150895140666,0.14021202389759366,-1.0,-1.0,0.18798379533262713,2.4067925439805467,-0.5,-0.5,0.027485,109,5,1,8,10,1044,824,618.519193,31,29,266036.0313,215972.3438,1,0,0
51.426680278921836,0.16666666666666666,-0.2857142857142857,0.8175487465181058,-0.11636828644501279,-0.015860061944317754,-0.8609865470852018,0.0,-0.030246135200510844,-0.05543192367752124,0.16666666666666666,1.0,50.085266,109,0,0,12,4,2024,172,0.299489,62,252,296.454437,20.604862,5,3,0
0.6242595748369959,0.16666666666666666,0.7142857142857143,0.5083565459610028,6.274936061381074,-0.008672835696428464,-1.0,-1.0,-0.021045889206425163,0.8133711485048881,-0.3333333333333333,-0.5,1.008032,109,5,1,12,18,1580,10168,28.768929,31,29,11499.63574,76219.80469,2,0,0
-0.20688402280958507,5.666666666666667,5.142857142857143,2.5766016713091924,45.70332480818414,0.17730070090966063,-1.0,-1.0,0.11338848586097518,31.490063086948872,1.0,-0.5,0.205113,109,0,1,78,80,4550,71834,765.431761,31,29,175200.9844,2766748.25,10,0,0
-0.1835361585232515,0.3333333333333333,-0.14285714285714285,5.625348189415042,-0.021739130434782608,0.005132849120347173,-1.0,-1.0,0.20876097723392634,0.05130516794249662,0.3333333333333333,-0.5,0.227668,109,4,1,14,6,8928,320,83.454854,31,29,291336.5,9382.083008,6,0,0
1.0033406958553788,0.0,0.0,1.16016713091922,0.0,-0.012812692798923546,0.0,0.0,-0.01966145321510208,-0.035090898888041254,-0.5,0.0,1.37424,109,0,1,10,8,2516,354,12.370473,254,252,13185.46973,1804.633789,1,1,0
-0.4192031137386732,-0.6666666666666666,-0.5714285714285714,0.149025069637883,-0.22634271099744246,63.09758417122135,0.0,-1.1300448430493273,873.7446884570029,-0.055666854850655645,3.6666666666666665,0.5,4e-06,115,0,2,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,26,2,0
0.9210181242260618,0.0,0.0,1.16016713091922,0.0,-0.012620865567181064,0.0,0.0,-0.018996341010668553,-0.033827032166146465,-0.3333333333333333,0.0,1.294713,109,0,1,10,8,2516,354,13.130323,254,252,13995.37988,1915.482422,2,1,0
-0.40505464958147497,0.5,0.7142857142857143,0.4805013927576602,0.8248081841432225,0.5934107849668572,-1.0,-1.0,0.6633885531055509,10.305301247587025,1.0,-0.5,0.013672,109,0,1,16,18,1540,1644,2413.692253,31,29,844938.5625,908718.5625,10,0,0
-0.03758793943840395,1.5,1.5714285714285714,2.3272980501392757,1.7429667519181586,0.02309726728354053,-1.0,-1.0,0.04155904899906378,0.6811500840859789,0.16666666666666666,-0.5,0.36866,109,0,1,28,30,4192,3080,154.614006,31,29,87733.95313,64623.23047,5,0,0
0.6126296366744174,0.16666666666666666,0.2857142857142857,-0.1935933147632312,0.20971867007672634,-0.01011056773383979,0.0,0.0,-0.02702939333586651,0.0016165076782525378,-0.16666666666666666,0.0,0.996797,109,3,1,12,12,572,682,23.073905,254,252,4213.495605,5024.091797,3,1,0
-0.04405557216112669,0.0,-0.14285714285714285,1.16016713091922,-0.054987212276214836,-0.005486757172186439,0.0,0.0,0.01056991478414576,0.0007107155633814343,1.6666666666666667,0.0,0.362412,109,0,1,10,6,2516,268,41.389357,254,252,49998.34375,4944.648438,14,1,0
0.05312661338219247,0.0,-0.14285714285714285,-0.11977715877437325,-0.054987212276214836,-0.007636609402864994,0.0,0.0,-0.02169238769194578,-0.01088890731728678,0.0,0.0,0.456294,109,0,1,10,6,678,268,32.873542,254,252,10712.3916,3927.29248,4,1,0
-0.41811723878250545,-0.6666666666666666,-0.42857142857142855,-0.5,-0.12148337595907928,0.7033067302983197,-1.0,-1.0,0.3812888715997784,7.047408012547934,-0.3333333333333333,-0.5,0.001053,115,2,0,2,2,132,164,2849.002888,31,29,501424.5,622981.9375,2,0,0
-0.4061229269454074,2.8333333333333335,2.7142857142857144,1.3342618384401115,15.121483375959079,1.7616286061237303,-1.0,-1.0,1.3749353898401089,169.40441881984933,2.1666666666666665,-0.5,0.01264,109,0,1,44,46,2766,24004,7041.139062,31,29,1711392.375,14862658.0,17,0,0
0.10806422603589645,-0.3333333333333333,-0.42857142857142855,0.08913649025069638,-0.17135549872122763,-0.012466300052554759,-0.8609865470852018,0.0,-0.01997782156045701,-0.04796670046015199,0.16666666666666666,1.0,0.509366,109,0,0,6,2,978,86,13.742575,62,252,12800.22656,675.349365,5,3,0
-0.3009597157471278,6.166666666666667,5.428571428571429,2.7938718662952646,50.78260869565217,0.3531363052744973,-1.0,-1.0,0.24585672161940753,62.88902989776571,2.1666666666666665,-0.5,0.114232,109,0,1,84,84,4862,79778,1461.937063,31,29,336508.1563,5520624.5,17,0,0
1.1687446058851008,5.0,3.7142857142857144,8.093314763231199,7.904092071611253,0.005293798441262974,-1.0,-1.0,0.022161611515870164,0.6878856143675338,-0.5,-0.5,1.534027,109,11,1,70,60,12472,12716,84.092393,31,29,64113.60547,65213.97656,1,0,0
-0.41920000828121995,-0.6666666666666666,-0.5714285714285714,-0.5194986072423399,-0.22634271099744246,36.04893223041186,0.0,-1.1300448430493273,48.77328022360934,-0.055666854850655645,0.16666666666666666,0.5,7e-06,115,0,2,2,0,104,0,142857.1409,254,0,59428572.0,0.0,5,2,0
0.5366442685547848,0.5,0.2857142857142857,0.04735376044568245,0.18414322250639387,-0.008553907104467464,0.0,0.0,-0.02436375655356474,0.0025153407328565155,0.16666666666666666,0.0,0.923392,109,0,1,16,12,918,642,29.240019,254,252,7459.453613,5102.924805,5,1,0
-0.4059003691612548,2.8333333333333335,2.7142857142857144,1.3342618384401115,15.121483375959079,1.7318988892662588,-1.0,-1.0,1.3514296878464975,166.57019837443198,1.6666666666666667,-0.5,0.012855,109,0,1,44,46,2766,24004,6923.376192,31,29,1682769.375,14614080.0,14,0,0
